Time [s],Packet,Type,Identifier,Control,Data,CRC,ACK
10.686977041666667,290,DATA,0x1EA8718A,0x5,0x0C 0x46 0x10 0x84 0x21,0x0421,ACK
10.688976291666666,291,DATA,0x575,0xC,0xC6 0x2F 0x38 0x63 0x30 0x86 0x10 0x84,0x1084,ACK
10.708992458333332,292,DATA,0x7B5,0xD,0xC4 0x3D 0x88 0x62 0x30 0x86 0x10 0x84,0x10DD,ACK
10.726970291666667,293,DATA,0x1EA87189,0x5,0x0C 0x46 0x10 0x84 0x21,0x0421,ACK
10.746970833333334,294,DATA,0x1EA8718D,0x5,0x0C 0x46 0x10 0x84 0x21,0x0421,ACK
10.766971333333334,295,DATA,0x05F87189,0x5,0x0C 0x46 0x10 0x84 0x21,0x0421,ACK
10.786971875000001,296,DATA,0x555,0x1,0xC6,0x1AD4,ACK
10.806972416666667,297,DATA,0x5D5,0x1,0xC6,,
10.810033791666667,298,REMOTE,0x045CA72B,0x5,,0x0421,ACK
10.826976875000000,299,DATA,0x1EA8718F,0x5,0x0C 0x46 0x10 0x84 0x21,0x0421,ACK
10.828944874999999,300,DATA,0x0D512788,0xD,0x88 0x63 0x70 0x86 0x10 0x84 0x39 0x08,0x2108,NAK
10.846996916666667,301,DATA,0x5D5,0x1,0xC6,0x16D4,ACK
10.848996166666666,302,DATA,0x155,0x2,0xC4 0x3D,0x4421,ACK
10.866974000000001,303,DATA,0x05F8718F,0x5,0x0C 0x46 0x10 0x84 0x21,,
11.368982708333334,304,DATA,0x125,0x5,0xC4 0x3E 0xD0 0xC4 0xB9,0x3F3F,
